00210;002**;00***;*****
00211;002**;00***;*****
00212;002**;00***;*****
00213;002**;00***;*****
00214;002**;00***;*****
00215;002**;00***;*****
00501;005**;00***;*****
00544;005**;00***;*****
01001;010**;01***;*****
01002;010**;01***;*****
01004;010**;01***;*****
01005;010**;01***;*****
01007;010**;01***;*****
01008;010**;01***;*****
01009;010**;01***;*****
01010;010**;01***;*****
01011;010**;01***;*****
01012;010**;01***;*****
01013;010**;01***;*****
01014;010**;01***;*****
01020;010**;01***;*****
01021;010**;01***;*****
01022;010**;01***;*****
01026;010**;01***;*****
01027;010**;01***;*****
01028;010**;01***;*****
01029;010**;01***;*****
01030;010**;01***;*****
01031;010**;01***;*****
01032;010**;01***;*****
01033;010**;01***;*****
01034;010**;01***;*****
01035;010**;01***;*****
01037;010**;01***;*****
01038;010**;01***;*****
01039;010**;01***;*****
01040;010**;01***;*****
01041;010**;01***;*****
01050;010**;01***;*****
01053;010**;01***;*****
01054;010**;01***;*****
01056;010**;01***;*****
01057;010**;01***;*****
01059;010**;01***;*****
01060;010**;01***;*****
01061;010**;01***;*****
01062;010**;01***;*****
01063;010**;01***;*****
01066;010**;01***;*****
01068;010**;01***;*****
01069;010**;01***;*****
01070;010**;01***;*****
01071;010**;01***;*****
01072;010**;01***;*****
01073;010**;01***;*****
01074;010**;01***;*****
01075;010**;01***;*****
01077;010**;01***;*****
01079;010**;01***;*****
01080;010**;01***;*****
01081;010**;01***;*****
01082;010**;01***;*****
01083;010**;01***;*****
01085;010**;01***;*****
01088;010**;01***;*****
01089;010**;01***;*****
01090;010**;01***;*****
01092;010**;01***;*****
01093;010**;01***;*****
01094;010**;01***;*****
01095;010**;01***;*****
01096;010**;01***;*****
01097;010**;01***;*****
01101;011**;01***;*****
01102;011**;01***;*****
01103;011**;01***;*****
01104;011**;01***;*****
01105;011**;01***;*****
01106;011**;01***;*****
01107;011**;01***;*****
01108;011**;01***;*****
01111;011**;01***;*****
01114;011**;01***;*****
01115;011**;01***;*****
01116;011**;01***;*****
01118;011**;01***;*****
01128;011**;01***;*****
01129;011**;01***;*****
01133;011**;01***;*****
01138;011**;01***;*****
01144;011**;01***;*****
01151;011**;01***;*****
01152;011**;01***;*****
01199;011**;01***;*****
01201;012**;01***;*****
01202;012**;01***;*****
01203;012**;01***;*****
01220;012**;01***;*****
01222;012**;01***;*****
01223;012**;01***;*****
01224;012**;01***;*****
01225;012**;01***;*****
01226;012**;01***;*****
01227;012**;01***;*****
01229;012**;01***;*****
01230;012**;01***;*****
01231;012**;01***;*****
01236;012**;01***;*****
01237;012**;01***;*****
01238;012**;01***;*****
01240;012**;01***;*****
01242;012**;01***;*****
01243;012**;01***;*****
01244;012**;01***;*****
01245;012**;01***;*****
01247;012**;01***;*****
01252;012**;01***;*****
01253;012**;01***;*****
01254;012**;01***;*****
01255;012**;01***;*****
01256;012**;01***;*****
01257;012**;01***;*****
01258;012**;01***;*****
01260;012**;01***;*****
01262;012**;01***;*****
01263;012**;01***;*****
01264;012**;01***;*****
01266;012**;01***;*****
01267;012**;01***;*****
01270;012**;01***;*****
01301;013**;01***;*****
01302;013**;01***;*****
01330;013**;01***;*****
01331;013**;01***;*****
01337;013**;01***;*****
01338;013**;01***;*****
01339;013**;01***;*****
01340;013**;01***;*****
01341;013**;01***;*****
01342;013**;01***;*****
01343;013**;01***;*****
01344;013**;01***;*****
01346;013**;01***;*****
01347;013**;01***;*****
01349;013**;01***;*****
01350;013**;01***;*****
01351;013**;01***;*****
01354;013**;01***;*****
01355;013**;01***;*****
01360;013**;01***;*****
01364;013**;01***;*****
01366;013**;01***;*****
01367;013**;01***;*****
01368;013**;01***;*****
01369;013**;01***;*****
01373;013**;01***;*****
01374;013**;01***;*****
01375;013**;01***;*****
01376;013**;01***;*****
01378;013**;01***;*****
01379;013**;01***;*****
01380;013**;01***;*****
01393;013**;01***;*****
01420;014**;01***;*****
01427;014**;01***;*****
01430;014**;01***;*****
01431;014**;01***;*****
01432;014**;01***;*****
01436;014**;01***;*****
01438;014**;01***;*****
01440;014**;01***;*****
01441;014**;01***;*****
01450;014**;01***;*****
01451;014**;01***;*****
01452;014**;01***;*****
01453;014**;01***;*****
01460;014**;01***;*****
01462;014**;01***;*****
01463;014**;01***;*****
01464;014**;01***;*****
01467;014**;01***;*****
01468;014**;01***;*****
01469;014**;01***;*****
01470;014**;01***;*****
01471;014**;01***;*****
01472;014**;01***;*****
01473;014**;01***;*****
01475;014**;01***;*****
01477;014**;01***;*****
01501;015**;01***;*****
01503;015**;01***;*****
01504;015**;01***;*****
01505;015**;01***;*****
01506;015**;01***;*****
01507;015**;01***;*****
01508;015**;01***;*****
01509;015**;01***;*****
01510;015**;01***;*****
01515;015**;01***;*****
01516;015**;01***;*****
01517;015**;01***;*****
01518;015**;01***;*****
01520;015**;01***;*****
01521;015**;01***;*****
01522;015**;01***;*****
01523;015**;01***;*****
01524;015**;01***;*****
01525;015**;01***;*****
01526;015**;01***;*****
01527;015**;01***;*****
01529;015**;01***;*****
01531;015**;01***;*****
01532;015**;01***;*****
01535;015**;01***;*****
01536;015**;01***;*****
01537;015**;01***;*****
01538;015**;01***;*****
01540;015**;01***;*****
01541;015**;01***;*****
01542;015**;01***;*****
01543;015**;01***;*****
01545;015**;01***;*****
01546;015**;01***;*****
01550;015**;01***;*****
01560;015**;01***;*****
01561;015**;01***;*****
01562;015**;01***;*****
01564;015**;01***;*****
01566;015**;01***;*****
01568;015**;01***;*****
01569;015**;01***;*****
01570;015**;01***;*****
01571;015**;01***;*****
01580;015**;01***;*****
01581;015**;01***;*****
01582;015**;01***;*****
01583;015**;01***;*****
01585;015**;01***;*****
01588;015**;01***;*****
01601;016**;01***;*****
01602;016**;01***;*****
01603;016**;01***;*****
01604;016**;01***;*****
01605;016**;01***;*****
01606;016**;01***;*****
01607;016**;01***;*****
01608;016**;01***;*****
01609;016**;01***;*****
01610;016**;01***;*****
01612;016**;01***;*****
01613;016**;01***;*****
01614;016**;01***;*****
01615;016**;01***;*****
01634;016**;01***;*****
01653;016**;01***;*****
01654;016**;01***;*****
01655;016**;01***;*****
01701;017**;01***;*****
01702;017**;01***;*****
01703;017**;01***;*****
01704;017**;01***;*****
01705;017**;01***;*****
01718;017**;01***;*****
01719;017**;01***;*****
01720;017**;01***;*****
01730;017**;01***;*****
01731;017**;01***;*****
01740;017**;01***;*****
01741;017**;01***;*****
01742;017**;01***;*****
01745;017**;01***;*****
01746;017**;01***;*****
01747;017**;01***;*****
01748;017**;01***;*****
01749;017**;01***;*****
01750;017**;01***;*****
01752;017**;01***;*****
01754;017**;01***;*****
01756;017**;01***;*****
01757;017**;01***;*****
01760;017**;01***;*****
01770;017**;01***;*****
01772;017**;01***;*****
01773;017**;01***;*****
01775;017**;01***;*****
01776;017**;01***;*****
01778;017**;01***;*****
01784;017**;01***;*****
01801;018**;01***;*****
01803;018**;01***;*****
01805;018**;01***;*****
01806;018**;01***;*****
01807;018**;01***;*****
01810;018**;01***;*****
01813;018**;01***;*****
01815;018**;01***;*****
01820;018**;01***;*****
01821;018**;01***;*****
01823;018**;01***;*****
01824;018**;01***;*****
01826;018**;01***;*****
01827;018**;01***;*****
01830;018**;01***;*****
01831;018**;01***;*****
01832;018**;01***;*****
01833;018**;01***;*****
01834;018**;01***;*****
01835;018**;01***;*****
01840;018**;01***;*****
01841;018**;01***;*****
01842;018**;01***;*****
01843;018**;01***;*****
01844;018**;01***;*****
01845;018**;01***;*****
01850;018**;01***;*****
01851;018**;01***;*****
01854;018**;01***;*****
01856;018**;01***;*****
01860;018**;01***;*****
01862;018**;01***;*****
01863;018**;01***;*****
01864;018**;01***;*****
01865;018**;01***;*****
01866;018**;01***;*****
01867;018**;01***;*****
01879;018**;01***;*****
01880;018**;01***;*****
01886;018**;01***;*****
01887;018**;01***;*****
01888;018**;01***;*****
01889;018**;01***;*****
01890;018**;01***;*****
01899;018**;01***;*****
01901;019**;01***;*****
01902;019**;01***;*****
01903;019**;01***;*****
01904;019**;01***;*****
01905;019**;01***;*****
01906;019**;01***;*****
01907;019**;01***;*****
01910;019**;01***;*****
01913;019**;01***;*****
01915;019**;01***;*****
01921;019**;01***;*****
01922;019**;01***;*****
01923;019**;01***;*****
01930;019**;01***;*****
01931;019**;01***;*****
01936;019**;01***;*****
01937;019**;01***;*****
01938;019**;01***;*****
01940;019**;01***;*****
01944;019**;01***;*****
01945;019**;01***;*****
01947;019**;01***;*****
01949;019**;01***;*****
01951;019**;01***;*****
01952;019**;01***;*****
01960;019**;01***;*****
01961;019**;01***;*****
01966;019**;01***;*****
01969;019**;01***;*****
01970;019**;01***;*****
01971;019**;01***;*****
01982;019**;01***;*****
01983;019**;01***;*****
01984;019**;01***;*****
01985;019**;01***;*****
02018;020**;02***;*****
02019;020**;02***;*****
02020;020**;02***;*****
02021;020**;02***;*****
02025;020**;02***;*****
02026;020**;02***;*****
02027;020**;02***;*****
02030;020**;02***;*****
02031;020**;02***;*****
02032;020**;02***;*****
02035;020**;02***;*****
02038;020**;02***;*****
02040;020**;02***;*****
02041;020**;02***;*****
02043;020**;02***;*****
02044;020**;02***;*****
02045;020**;02***;*****
02047;020**;02***;*****
02048;020**;02***;*****
02050;020**;02***;*****
02051;020**;02***;*****
02052;020**;02***;*****
02053;020**;02***;*****
02054;020**;02***;*****
02055;020**;02***;*****
02056;020**;02***;*****
02059;020**;02***;*****
02060;020**;02***;*****
02061;020**;02***;*****
02062;020**;02***;*****
02066;020**;02***;*****
02067;020**;02***;*****
02070;020**;02***;*****
02071;020**;02***;*****
02072;020**;02***;*****
02081;020**;02***;*****
02085;020**;02***;*****
02090;020**;02***;*****
02093;020**;02***;*****
02101;021**;02***;*****
02102;021**;02***;*****
02103;021**;02***;*****
02104;021**;02***;*****
02105;021**;02***;*****
02106;021**;02***;*****
02107;021**;02***;*****
02108;021**;02***;*****
02109;021**;02***;*****
02110;021**;02***;*****
02111;021**;02***;*****
02112;021**;02***;*****
02113;021**;02***;*****
02114;021**;02***;*****
02115;021**;02***;*****
02116;021**;02***;*****
02117;021**;02***;*****
02118;021**;02***;*****
02119;021**;02***;*****
02120;021**;02***;*****
02121;021**;02***;*****
02122;021**;02***;*****
02123;021**;02***;*****
02124;021**;02***;*****
02125;021**;02***;*****
02126;021**;02***;*****
02127;021**;02***;*****
02128;021**;02***;*****
02129;021**;02***;*****
02130;021**;02***;*****
02131;021**;02***;*****
02132;021**;02***;*****
02133;021**;02***;*****
02134;021**;02***;*****
02135;021**;02***;*****
02136;021**;02***;*****
02137;021**;02***;*****
02138;021**;02***;*****
02139;021**;02***;*****
02140;021**;02***;*****
02141;021**;02***;*****
02142;021**;02***;*****
02143;021**;02***;*****
02144;021**;02***;*****
02145;021**;02***;*****
02146;021**;02***;*****
02147;021**;02***;*****
02148;021**;02***;*****
02149;021**;02***;*****
02151;021**;02***;*****
02152;021**;02***;*****
02153;021**;02***;*****
02154;021**;02***;*****
02155;021**;02***;*****
02156;021**;02***;*****
02157;021**;02***;*****
02158;021**;02***;*****
02159;021**;02***;*****
02160;021**;02***;*****
02161;021**;02***;*****
02162;021**;02***;*****
02163;021**;02***;*****
02164;021**;02***;*****
02165;021**;02***;*****
02166;021**;02***;*****
02167;021**;02***;*****
02168;021**;02***;*****
02169;021**;02***;*****
02170;021**;02***;*****
02171;021**;02***;*****
02172;021**;02***;*****
02173;021**;02***;*****
02174;021**;02***;*****
02175;021**;02***;*****
02176;021**;02***;*****
02177;021**;02***;*****
02178;021**;02***;*****
02179;021**;02***;*****
02180;021**;02***;*****
02184;021**;02***;*****
02185;021**;02***;*****
02186;021**;02***;*****
02187;021**;02***;*****
02188;021**;02***;*****
02189;021**;02***;*****
02190;021**;02***;*****
02191;021**;02***;*****
02192;021**;02***;*****
02193;021**;02***;*****
02194;021**;02***;*****
02195;021**;02***;*****
02196;021**;02***;*****
02199;021**;02***;*****
02201;022**;02***;*****
02202;022**;02***;*****
02203;022**;02***;*****
02204;022**;02***;*****
02205;022**;02***;*****
02206;022**;02***;*****
02207;022**;02***;*****
02208;022**;02***;*****
02209;022**;02***;*****
02210;022**;02***;*****
02211;022**;02***;*****
02212;022**;02***;*****
02215;022**;02***;*****
02216;022**;02***;*****
02217;022**;02***;*****
02222;022**;02***;*****
02238;022**;02***;*****
02239;022**;02***;*****
02241;022**;02***;*****
02254;022**;02***;*****
02258;022**;02***;*****
02269;022**;02***;*****
02272;022**;02***;*****
02277;022**;02***;*****
02283;022**;02***;*****
02284;022**;02***;*****
02293;022**;02***;*****
02295;022**;02***;*****
02302;023**;02***;*****
02303;023**;02***;*****
02304;023**;02***;*****
02305;023**;02***;*****
02322;023**;02***;*****
02324;023**;02***;*****
02325;023**;02***;*****
02327;023**;02***;*****
02330;023**;02***;*****
02331;023**;02***;*****
02332;023**;02***;*****
