00213;00***;*****
00214;00***;*****
00544;00***;*****
01003;01***;*****
01005;01***;*****
01007;01***;*****
01008;01***;*****
01009;01***;*****
01010;01***;*****
01013;01***;*****
01014;01***;*****
01020;01***;*****
01021;01***;*****
01026;01***;*****
01030;01***;*****
01031;01***;*****
01032;01***;*****
01033;01***;*****
01034;01***;*****
01035;01***;*****
01038;01***;*****
01040;01***;*****
01050;01***;*****
01053;01***;*****
01054;01***;*****
01056;01***;*****
01057;01***;*****
01060;01***;*****
01061;01***;*****
01062;01***;*****
01066;01***;*****
01069;01***;*****
01072;01***;*****
01074;01***;*****
01077;01***;*****
01081;01***;*****
01083;01***;*****
01084;01***;*****
01085;01***;*****
01086;01***;*****
01089;01***;*****
01090;01***;*****
01092;01***;*****
01095;01***;*****
01098;01***;*****
01101;01***;*****
01102;01***;*****
01104;01***;*****
01105;01***;*****
01109;01***;*****
01115;01***;*****
01119;01***;*****
01128;01***;*****
01129;01***;*****
01139;01***;*****
01201;01***;*****
01202;01***;*****
01203;01***;*****
01222;01***;*****
01227;01***;*****
01230;01***;*****
01231;01***;*****
01235;01***;*****
01236;01***;*****
01237;01***;*****
01240;01***;*****
01243;01***;*****
01244;01***;*****
01245;01***;*****
01247;01***;*****
01252;01***;*****
01253;01***;*****
01254;01***;*****
01262;01***;*****
01263;01***;*****
01264;01***;*****
01266;01***;*****
01270;01***;*****
01301;01***;*****
01330;01***;*****
01331;01***;*****
01337;01***;*****
01339;01***;*****
01340;01***;*****
01342;01***;*****
01343;01***;*****
01346;01***;*****
01347;01***;*****
01350;01***;*****
01351;01***;*****
01354;01***;*****
01355;01***;*****
01364;01***;*****
01366;01***;*****
01367;01***;*****
01368;01***;*****
01370;01***;*****
01373;01***;*****
01374;01***;*****
01375;01***;*****
01378;01***;*****
01380;01***;*****
01393;01***;*****
01432;01***;*****
01436;01***;*****
01440;01***;*****
01451;01***;*****
01453;01***;*****
01462;01***;*****
01468;01***;*****
01469;01***;*****
01471;01***;*****
01472;01***;*****
01473;01***;*****
01474;01***;*****
01477;01***;*****
01501;01***;*****
01505;01***;*****
01506;01***;*****
01507;01***;*****
01508;01***;*****
01509;01***;*****
01515;01***;*****
01516;01***;*****
01518;01***;*****
01519;01***;*****
01521;01***;*****
01522;01***;*****
01523;01***;*****
01524;01***;*****
01525;01***;*****
01526;01***;*****
01527;01***;*****
01529;01***;*****
01531;01***;*****
01535;01***;*****
01536;01***;*****
01540;01***;*****
01541;01***;*****
01543;01***;*****
01545;01***;*****
01550;01***;*****
01560;01***;*****
01561;01***;*****
01562;01***;*****
01580;01***;*****
01581;01***;*****
01582;01***;*****
01583;01***;*****
01586;01***;*****
01588;01***;*****
01602;01***;*****
01603;01***;*****
01604;01***;*****
01605;01***;*****
01608;01***;*****
01609;01***;*****
01611;01***;*****
01613;01***;*****
01634;01***;*****
01654;01***;*****
01655;01***;*****
01701;01***;*****
01702;01***;*****
01703;01***;*****
01704;01***;*****
01718;01***;*****
01740;01***;*****
01741;01***;*****
01742;01***;*****
01745;01***;*****
01747;01***;*****
01754;01***;*****
01756;01***;*****
01757;01***;*****
01770;01***;*****
01773;01***;*****
01776;01***;*****
01778;01***;*****
01784;01***;*****
01801;01***;*****
01808;01***;*****
01810;01***;*****
01815;01***;*****
01820;01***;*****
01821;01***;*****
01823;01***;*****
01824;01***;*****
01827;01***;*****
01830;01***;*****
01832;01***;*****
01833;01***;*****
01840;01***;*****
01843;01***;*****
01845;01***;*****
01850;01***;*****
01854;01***;*****
01856;01***;*****
01860;01***;*****
01862;01***;*****
01863;01***;*****
01864;01***;*****
01866;01***;*****
01876;01***;*****
01880;01***;*****
01886;01***;*****
01887;01***;*****
01888;01***;*****
01889;01***;*****
01890;01***;*****
01899;01***;*****
01901;01***;*****
01904;01***;*****
01905;01***;*****
01907;01***;*****
01910;01***;*****
01913;01***;*****
01915;01***;*****
01923;01***;*****
01929;01***;*****
01930;01***;*****
01931;01***;*****
01936;01***;*****
01937;01***;*****
01938;01***;*****
01940;01***;*****
01949;01***;*****
01950;01***;*****
01951;01***;*****
01952;01***;*****
01961;01***;*****
01965;01***;*****
01966;01***;*****
01971;01***;*****
01982;01***;*****
01983;01***;*****
02018;02***;*****
02019;02***;*****
02020;02***;*****
02025;02***;*****
02026;02***;*****
